product_id,category_id,description,like_count,product_name,price,quantity,rep_img
103,0,"화구수 :?3구설치형태 :?빌트인안전기능 :?어린이잠금화구출력 :?3,200W조작부 :?터치식(슬라이드)타이머 :?가능타공치수 :?56 x 48cm제품크기 :?600 x 522 x 48mm상판 :?세라믹글라스무게 :?13.7kg소비전력 :?3,400W색상 :?글램 화이트제품정보더보기",0,삼성전자 비스포크 NZ63B6502XH,759000,100,https://shopping-phinf.pstatic.net/main_3145241/31452413618.20220324111048.jpg?type=f640
104,0,"화구수 :?1구설치형태 :?프리스탠딩안전기능 :?잔열표시, 자동과열방지, 자동전원차단, 어린이잠금조작부 :?터치식+다이얼식온도조절 :?10단타이머 :?99분제품크기 :?310 x 320 x 46mm상판 :?세라믹글라스(쇼트)편의기능 :?용기감지소비전력 :?2,000W색상 :?화이트제품정보더보기",0,삼성전자 삼성 NZ21B2001FX,184000,100,https://shopping-phinf.pstatic.net/main_3142192/31421922618.20220322162940.jpg?type=f640
105,0,"화구수 :?3구설치형태 :?빌트인안전기능 :?잔열표시, 자동전원차단, 어린이잠금화구출력 :?3,300W조작부 :?터치식(슬라이드), LED디스플레이온도조절 :?9단타이머 :?가능타공치수 :?56 x 48cm제품크기 :?600 x 522 x 56mm상판 :?세라믹글라스편의기능 :?용기감지소비전력 :?3,400W색상 :?글램 화이트제품정보더보기",0,삼성전자 비스포크 NZ63B8708XH,813710,100,https://shopping-phinf.pstatic.net/main_3040296/30402966618.20220103155218.jpg?type=f640
106,0,"화구수 :?2구설치형태 :?빌트인, 프리스탠딩안전기능 :?잔열표시, 자동과열방지, 자동전원차단, 어린이잠금화구출력 :?2,600W조작부 :?터치식(슬라이드), LED디스플레이온도조절 :?15단전력제어 :?가능타이머 :?가능타공치수 :?56 x 48cm제품크기 :?590 x 520 x 60mm상판 :?세라믹글라스편의기능 :?터보부스터, 용기감지, 시간제어, 미세화력조절무게 :?8.6kg색상 :?블랙제품정보더보기",0,삼성전자 삼성 NZ62T3707AK,499000,100,https://shopping-phinf.pstatic.net/main_2371524/23715240490.20200826121423.jpg?type=f640
107,0,"화구수 :?2구설치형태 :?프리스탠딩안전기능 :?잔열표시, 자동과열방지, 자동전원차단, 어린이잠금화구출력 :?3300W조작부 :?터치식+다이얼식, LED디스플레이온도조절 :?9단조리모드 :?자동요리타이머 :?99분제품크기 :?32 x 59.7 x 4.6cm편의기능 :?터보부스터, 용기감지무게 :?5.6kg색상 :?블랙제품정보더보기",0,삼성전자 삼성 더플레이트 NZ60R3703PK,475000,100,https://shopping-phinf.pstatic.net/main_2124367/21243673179.20200220173000.jpg?type=f640
108,0,"화구수 :?3구설치형태 :?빌트인, 프리스탠딩안전기능 :?잔열표시, 자동과열방지, 자동전원차단, 어린이잠금화구출력 :?3,000W스마트기능 :?WiFi, 원격제어조작부 :?터치식(슬라이드), LED디스플레이온도조절 :?9단조리모드 :?자동요리타이머 :?가능타공치수 :?48 x 56cm제품크기 :?522 x 600 x 56mm편의기능 :?터보부스터, 용기감지, 일시정지, 시간제어무게 :?10.7kg색상 :?화이트제품정보더보기",0,삼성전자 비스포크 NZ63T8708XW,854600,100,https://shopping-phinf.pstatic.net/main_2422748/24227483522.20201022152300.jpg?type=f640
109,0,"화구수 :?2구설치형태 :?프리스탠딩안전기능 :?잔열표시, 자동전원차단, 어린이잠금화구출력 :?3300W조작부 :?다이얼식온도조절 :?6단조리모드 :?자동요리타이머 :?99분제품크기 :?32 x 59.7 x 4.6cm편의기능 :?터보부스터, 용기감지무게 :?5.6kg색상 :?화이트제품정보더보기",0,삼성전자 삼성 더플레이트 NZ60R7703PWB,396330,100,https://shopping-phinf.pstatic.net/main_2191030/21910300318.20200716145544.jpg?type=f640
110,0,"화구수 :?3구설치형태 :?빌트인안전기능 :?잔열표시, 자동과열방지, 자동전원차단, 어린이잠금화구출력 :?3,300W조작부 :?터치식(슬라이드), LED디스플레이온도조절 :?15단전력제어 :?가능타이머 :?가능타공치수 :?56 x 48cm제품크기 :?590 x 520 x 60mm상판 :?세라믹글라스편의기능 :?터보부스터, 용기감지, 시간제어, 미세화력조절무게 :?9.2kg색상 :?블랙제품정보더보기",0,삼성전자 삼성 NZ63T5702AK,659000,100,https://shopping-phinf.pstatic.net/main_2303746/23037462490.20200603180034.jpg?type=f640
111,0,"용량 :?22L조작부 :?다이얼식소비전력 :?2,550W도어열림 :?상하조리기능 :?해동, 그릴, 에어프라이어, 토스트, 스캔쿡, 셰프쿡부가기능 :?탈취, 타이머설정, Wi-Fi, 잠금구성기능 :?전기오븐+전기그릴+전자레인지색상 :?글램베이지안전기능 :?화면자동꺼짐무게 :?23.3kg제품정보더보기",0,삼성전자 비스포크 큐커 MO22A7797,390000,100,https://shopping-phinf.pstatic.net/main_2835643/28356436554.20220907141326.jpg?type=f640
112,0,"용량 :?23L출력 :?700W조작부 :?버튼식부가기능 :?탈취, 보온디자인 :?LED디스플레이조리기능 :?자동조리, 수동조리, 간편조리, 해동, 데우기가열방식 :?3면입체가열제품정보더보기",0,삼성전자 삼성 MS23K3513AW,125000,100,https://shopping-phinf.pstatic.net/main_9558597/9558597644.20161209144952.jpg?type=f640
113,0,"출력 :?700W조작부 :?버튼식부가기능 :?탈취, 보온디자인 :?LED디스플레이조리기능 :?자동조리, 수동조리, 간편조리, 해동가열방식 :?3면입체가열제품정보더보기",0,삼성전자 삼성 MS23K3535AW,91890,100,https://shopping-phinf.pstatic.net/main_1294631/12946315941.20181019120217.jpg?type=f640
114,0,"용량 :?23L출력 :?700W조작부 :?버튼식부가기능 :?탈취, 보온디자인 :?LED디스플레이조리기능 :?자동조리, 수동조리, 간편조리, 해동, 데우기가열방식 :?3면입체가열제품정보더보기",0,삼성전자 삼성 MS23K3513AK,125000,100,https://shopping-phinf.pstatic.net/main_1852550/18525509629.20190620101555.jpg?type=f640
115,0,"출력 :?700W조작부 :?버튼식부가기능 :?탈취, 보온디자인 :?LED디스플레이조리기능 :?수동조리, 간편조리, 해동, 데우기가열방식 :?3면입체가열제품정보더보기",0,삼성전자 삼성 MS23K3523AW,102110,100,https://shopping-phinf.pstatic.net/main_1126365/11263651436.20190318161821.jpg?type=f640
116,0,"용량 :?23L출력 :?700W조작부 :?버튼식부가기능 :?탈취, 보온디자인 :?LED디스플레이조리기능 :?자동조리, 수동조리, 간편조리, 해동, 데우기가열방식 :?3면입체가열제품정보더보기",0,삼성전자 삼성 MS23K3523AK,94410,100,https://shopping-phinf.pstatic.net/main_1859356/18593563166.20200716150541.jpg?type=f640
128,0,"출시 :?2020년형형태 :?히트펌프식관리방식 :?제트에어, 제트스팀건조방식 :?저온제습건조살균 :?표준, 미세먼지필터 :?미세먼지필터, 냄새분해필터용량 :?상의5벌+하의1벌소비전력 :?1,700W품목 :?의류관리기건조코스 :?급속, 시간설정, 실내제습제품정보더보기",0,삼성전자 에어드레서 DF10T9700CG,584920,100,https://shopping-phinf.pstatic.net/main_2344984/23449840494.20200916150859.jpg?type=f640
132,0,"출시년도 :?2021년에너지효율 :?5등급냉방면적 :?18.7㎡냉방능력 :?2300W소비전력 :?0.73kW운전모드 :?예약, 절전, 스피드, 열대야쾌면풍량조절 :?가능바람방향 :?상하제습 :?강력제습디스플레이 :?88seg디스플레이품목 :?벽걸이형에어컨제품정보더보기",0,삼성전자 삼성 AR06A1171HZS,606250,100,https://shopping-phinf.pstatic.net/main_3203516/32035166618.20220426145222.jpg?type=f640
133,0,"출시년도 :?2020년에너지효율 :?4등급냉방면적 :?56.9㎡+18.7㎡냉방능력 :?7,000W인버터 :?초절전디지털인버터소비전력 :?2.05kW사용량표시 :?1회사용전력량, 목표전력량설정풍량조절 :?가능냉방 :?무풍냉방, 회오리바람인공지능 :?쾌적, 가능제습 :?강력제습습도 :?습도센서에어컨청소 :?자동청소건조필터청소 :?필터청소알림, 필터청소가이드토출구 :?상하좌우품목 :?멀티형에어컨(2in1)제품정보더보기",0,삼성전자 무풍클래식 AF17T7974WZR,893360,100,https://shopping-phinf.pstatic.net/main_2243570/22435708648.20200716170447.jpg?type=f640
138,0,"냉방면적 :?56.9㎡소비전력 :?2.05kW스마트기능 :?Wi-Fi 내장, 음성안내, 웰컴쿨링디스플레이 :?LED디스플레이제품정보더보기",0,삼성전자 삼성 AF17T7974CZS,1520000,100,https://shopping-phinf.pstatic.net/main_2559562/25595623528.20210120171736.jpg?type=f640
139,0,"모터 :?AC모터바람세기 :?4단바람모드 :?초미풍형태 :?스탠드형날개특징 :?5엽날개부가기능 :?높이조절, 타이머조절기능 :?좌우회전타이머 :?3시간날개크기 :?35cm색상 :?화이트무게 :?4.1kg높이조절 :?16cm품목 :?선풍기좌우회전각도 :?80도제품크기 :?419 x 910 x 345mm조작부 :?버튼식제품정보더보기",0,삼성전자 삼성 SFN-T35GFST,85830,100,https://shopping-phinf.pstatic.net/main_3231719/32317191618.20220513163739.jpg?type=f640
140,0,"모터 :?BLDC모터(브러시리스)바람세기 :?12단바람모드 :?초미풍형태 :?스탠드형날개특징 :?7엽날개리모컨 :?자석부착형부가기능 :?이동손잡이, 타이머조절기능 :?좌우회전타이머 :?12시간소음 :?20dB날개크기 :?30cm색상 :?화이트품목 :?선풍기최대소비전력 :?21W좌우회전각도 :?80도제품크기 :?326 x 927 x 340mm조작부 :?터치식제품정보더보기",0,삼성전자 삼성 SFN-T30DXGW,139000,100,https://shopping-phinf.pstatic.net/main_3284683/32846837619.20220609151631.jpg?type=f640
141,0,"모터 :?AC모터바람세기 :?6단바람모드 :?초미풍형태 :?스탠드형날개특징 :?5엽날개리모컨 :?거치형부가기능 :?높이조절, 이동손잡이, 타이머조절기능 :?좌우회전타이머 :?3시간날개크기 :?35cm색상 :?화이트무게 :?4.4kg품목 :?선풍기좌우회전각도 :?80도제품크기 :?419 x 917 x 390mm제품정보더보기",0,삼성전자 삼성 SFN-T35RSST,99000,100,https://shopping-phinf.pstatic.net/main_3235168/32351682618.20220516094149.jpg?type=f640
152,0,"품목 :?핸디스틱청소기형태 :?상중심사용시간 :?1시간청소방식 :?흡입+걸레겸용충전시간 :?3시간30분배터리종류 :?리튬이온, 분리형흡입력 :?210W모터 :?디지털인버터모터, 인버터모터부가기능 :?스틱길이조절, 자동먼지비움, 스위블헤드, LCD디스플레이충전알림 :?충전표시등(LED)브러쉬 :?슬림소프트마루브러쉬보조용 :?틈새브러쉬, 솔먼지통 :?물세척가능무게 :?2.5kg먼지통용량 :?0.5L출시년도 :?2022년제품정보더보기",0,삼성전자 비스포크제트 VS20A956AVW,445161,100,https://shopping-phinf.pstatic.net/main_3045460/30454608625.20220107160539.jpg?type=f640
154,0,"사용시간 :?1시간30분청소모드 :?예약배터리종류 :?리튬이온모터 :?디지털인버터모터소비전력 :?60W부가기능 :?엉킴제거브러쉬, LED디스플레이안전기능 :?바닥감지스마트기능 :?스마트맵핑, 음성인식스마트폰제어 :?가상경계시스템, 청소구역설정센서 :?추락방지, 바닥감지, LiDAR센서브러쉬 :?소프트마루브러쉬먼지통 :?물세척가능먼지통용량 :?0.4L무게 :?3.4kg제품크기 :?350 x 99.8 x 350mm제품정보더보기",0,삼성전자 비스포크제트봇 VR30T80313,449000,100,https://shopping-phinf.pstatic.net/main_2709356/27093562522.20220630152915.jpg?type=f640
155,0,"품목 :?핸디스틱청소기형태 :?상중심집진방식 :?제트싸이클론사용시간 :?1시간청소방식 :?흡입+걸레겸용충전시간 :?3시간30분(2개기준)흡입력 :?200W흡입력조절 :?3단계모터 :?디지털인버터모터, 인버터모터전압 :?21.6V부가기능 :?LED디스플레이, 거치대브러쉬 :?바닥용보조용 :?틈새브러쉬, 솔먼지통 :?물세척가능제품크기 :?250 x 215 x 1,123mm먼지통용량 :?0.6L제품정보더보기",0,삼성전자 제트 VS20T92K3QD,429000,100,https://shopping-phinf.pstatic.net/main_3216869/32168695622.20220506105208.jpg?type=f640
156,0,"품목 :?진공청소기청소방식 :?흡입전용집진방식 :?싸이클론필터 :?배기필터, 모터보호필터다중필터 :?3중필터소비전력 :?1,200W에너지효율 :?4등급부가기능 :?무선호스, 자동코드감기세척 :?스펀지필터(물세척)연장관 :?알루미늄연장관소음 :?71dB브러쉬 :?와이드보조용 :?틈새브러쉬, 솔, 2in1먼지통 :?투명코드길이 :?6m먼지통용량 :?1.5L무게 :?4.5kg제품크기 :?27.2 x 24.3 x 39.8cm제품정보더보기",0,삼성전자 삼성 VC33M2110LP,84900,100,https://shopping-phinf.pstatic.net/main_1138100/11381001964.20191115123037.jpg?type=f640
159,0,품목 :?소형청소기형태 :?핸디형사용시간 :?10분청소방식 :?흡입전용충전시간 :?8시간배터리종류 :?니켈수소충전방식 :?어댑터충전소비전력 :?48W세척 :?집진필터(물세척)충전알림 :?충전표시등(LED)제품크기 :?10.3 x 31.7 x 17.4cm무게 :?0.76kg먼지통용량 :?0.15L제품정보더보기,0,삼성전자 삼성 VC-H22,43000,100,https://shopping-phinf.pstatic.net/main_1574816/15748166883.20181019173326.jpg?type=f640
